label,review,compound,scores,comp_score
pos,perfect  got  could  start  performing  againdrag  queenand  put  pounds  around  mid  area  want  lose  eaight  would  lose  rear  want  lose  tummy  friend  help  put  first  wore  day  half  way  day  went  second  latch  gave  form  needed  fit  back  outfits  works  great  like  say  pain  beauty  worth,0.9274,"{'neg': 0.162, 'neu': 0.455, 'pos': 0.384, 'compound': 0.9274}",the review is positive
pos,amazing  waited  reviewed  could  give  good  review  works  amazing  trust  need  get  used  please  buy  according  size  chart  stretch  sometime  need  suck  first  put  lower  belly  pudge  almost  gone,0.9001,"{'neg': 0.118, 'neu': 0.509, 'pos': 0.373, 'compound': 0.9001}",the review is positive
pos,amazing  really  works  love  trying  get  prepregnancy  21  waist  back  10  months  got  23in  kind  got  stuck  squeem  went  23  waist  21in  2  minutes  start  hooking  top  much  easier  buy  regret,0.9096,"{'neg': 0.106, 'neu': 0.532, 'pos': 0.361, 'compound': 0.9096}",the review is positive
neg,awesome  pretty  awesome  price  definitely  gives  great  posture  sitting  straight  like  although  wish  could  improve  rubber  smell  otherwise  wonderful  review  1520  days  ordering  jan  21  2012  useless  I  washed  care  smells  like  rubber  pretty  nasty  I  would  rather  pay  buy  something  works  way,0.9861,"{'neg': 0.103, 'neu': 0.357, 'pos': 0.54, 'compound': 0.9861}",the review is positive
neg,fall  apart  understand  inserts  made  2  pieces  one  piece  2  pieces  held  together  small  piece  double  sided  tape  completely  fall  apart  1  day  walking  problem  seller  horribly  made  product,-0.7269,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.7269}",the review is negative
pos,awesome  cd  amazing  sad  1077  x  birmingham  longer  made  great  cd  benefit  great,0.9517,"{'neg': 0.106, 'neu': 0.24, 'pos': 0.654, 'compound': 0.9517}",the review is positive
pos,janes  worlds  aircraft  19967  great  deal  quick  delivery  highly  recommended  thank,0.839,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.839}",the review is positive
pos,marie  antoinette  doll  read  books  seen  movie  coveted  necklace  whatwell  course  marie  must  come  live  eat  cake  togetherprepare  lose  head  lovely  marie,0.2732,"{'neg': 0.102, 'neu': 0.755, 'pos': 0.143, 'compound': 0.2732}",the review is positive
neg,order  white  light  color  owed  plates  white  quite  years  maybe  six  replaced  set  crate  barrell  heavy  seemingly  well  made  faulty  number  ways  first  biggest  complaint  white  plates  everytime  happen  scrape  silverware  leaves  permanent  mark  never  wash  anything  stainless  near  diawasher  since  mark  well  rubs  years  use  looked  horrible  marks  also  seemed  chip  easily  chips  marks  could  take  looking  anymore  also  good  microwave  get  hot  food  much  would  recommend  everyday  use  maybe  dark  colors  would  show  less  marks  chip  noticable  advice  purchase  bone  china  porcelain  never  buy,0.5106,"{'neg': 0.081, 'neu': 0.783, 'pos': 0.135, 'compound': 0.5106}",the review is positive
neg,disgusting  german  pinscher  wonderful  family  pet  type  comments  makes  sound  dangerous  3  german  pinschers  wonderful  pets  resent  type  product,0.0516,"{'neg': 0.277, 'neu': 0.473, 'pos': 0.25, 'compound': 0.0516}",the review is positive
pos,happy  yet  dissapointed  amost  completely  happy  soundtrack  upsets  particular  track  game  loved  track  payed  cd  upsetting  find  cd  contained  every  song  game  except  one  influenced  buy  first  place,0.7737,"{'neg': 0.145, 'neu': 0.569, 'pos': 0.287, 'compound': 0.7737}",the review is positive
pos,legend  dragoon  soundtrack  soundtrack  amazing  songs  want  hear  though  songs  I  played  legend  dragoon  long  time  great  game  really  notice  music  hear  soundtrack  amazing  game  musici  highly  recommend  itlogan,0.9531,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.9531}",the review is positive
neg,wanted  jimmy  ponder  little  guitar  one  could  wait  get  cdbeing  guitarist  give  straight  jimmy  ponder  horns  jazz  types  disappointed  cuts  two  four  best  jimmy  bad  could  listened  cuts  first  would  bought  cd  sorry  cuts  jimmy  great  though,-0.3182,"{'neg': 0.275, 'neu': 0.531, 'pos': 0.194, 'compound': -0.3182}",the review is negative
neg,horrible  movie  horrible  play  right  watching  online  liked  went  old  vampire  styles  crosses  worked  invite  ending  really  bad  waste  money  one  also  storyline  really  make  much  sense,-0.8431,"{'neg': 0.341, 'neu': 0.492, 'pos': 0.167, 'compound': -0.8431}",the review is negative
neg,negative  stars  avoid  like  flesh  eating  bacteria  let  us  jiggel  camera  show  ground  shakeingspecial  effects  haloween  leftoversacting  well  cast  managed  repeat  memorized  linescasting  apears  done  trailer  parkscript  know  nine  year  olds  write  better  storiescinimatography  someones  home  camconclusion  anoyingly  boreing  essentially  unwatchable  waist  time  money,0.1531,"{'neg': 0.113, 'neu': 0.744, 'pos': 0.143, 'compound': 0.1531}",the review is positive
neg,worst  movie  ever  waste  time  love  hokie  love  cheese  comes  horror  plain  old  sucked,-0.6369,"{'neg': 0.453, 'neu': 0.267, 'pos': 0.28, 'compound': -0.6369}",the review is negative
neg,meh  bad  effects  evil  characters  look  like  stepped  10  dollar  costume  halloween  shop  paying  199  really  cheesy  stuff  bad  guy  good  demonic  voice  interestingly  complex  incredibly  vulgar  sayings,-0.7063,"{'neg': 0.308, 'neu': 0.499, 'pos': 0.193, 'compound': -0.7063}",the review is negative
pos,religion  profits  excellent  scholarly  book  great  detail  depth  analysis  inevitable  conclusion  impossibility  molding  economic  system  moral  philosophy  islam  problem  traditional  islamic  thought  arises  adherents  islam  set  moral  principles  way  life  dictating  every  aspect  unavoidably  much  effort  islamists  set  distinct  system  banking  economy  based  pure  islamic  traditions  prof  kuran  delves  history  movements  puts  cultural  political  context  end  bravely  expands  general  failure  islamic  culture  tradition  bring  wealth  prosperity  masses  follow  writing  formal  easiest  read  surley  apporpriate  truly  intersted  general  topic  well  worth  reader,0.9652,"{'neg': 0.058, 'neu': 0.668, 'pos': 0.274, 'compound': 0.9652}",the review is positive
pos,ten  gold  bananas  gorilla  ten  gold  bananas  two  thumbs  hurrah  gorilla  wonderful  book  pleasure  read  want  get  comfortable  enjoy  bookthis  one  would  suggest,0.9571,"{'neg': 0.0, 'neu': 0.475, 'pos': 0.525, 'compound': 0.9571}",the review is positive
pos,ending  great  unusual  story  young  man  facing  life  handicap  felt  like  cheerleader  prayed  could  overcome  could  hardly  wait  reach  end  book  peek,0.8085,"{'neg': 0.043, 'neu': 0.65, 'pos': 0.307, 'compound': 0.8085}",the review is positive
pos,finally  cd  still  vinyl  great  see  cd  even  import  super  strut  rhapsody  blue  alone  worth  one  must  haves  collection  70s  jazz  caan  get  rest  cti  catalog  back  thereplease,0.836,"{'neg': 0.056, 'neu': 0.669, 'pos': 0.276, 'compound': 0.836}",the review is positive
neg,warning  worst  book  ever  written  people  readers  know  jack  higgins  written  many  fine  actionpacked  books  however  book  reads  like  twelveyearold  wrote  characters  transparent  could  ghoststhe  author  publishing  house  must  really  need  money  rip  public  manner  last  book  read  author  one  rest  laurels  long  I  glad  book  handed  would  written  really  nasty  review,-0.624,"{'neg': 0.163, 'neu': 0.722, 'pos': 0.115, 'compound': -0.624}",the review is negative
neg,edge  danger  somebody  higher  places  stopped  mr  higgins  publisher  putting  book  marketits  quite  disturbing  see  absence  integrity  sense  responsibility  providing  joy  reading  publicall  along  fight  growing  urge  disposing  disastrous  novel  shipping  charge  cost  book  itselfyet  overcame  frustration  finished  book  regretted  heeding  sensesits  obvious  mr  higgins  heart  writing  book  made  effort  showing  creativity  wordsi  scream  head  kept  rehashing  phrases  eg  browning  carswell  silencer  every  single  chapterthis  book  made  true  antihiggins,-0.5849,"{'neg': 0.243, 'neu': 0.552, 'pos': 0.205, 'compound': -0.5849}",the review is negative
neg,edge  danger  1  star  minimumthis  book  proves  famous  publish  anything,-0.5267,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5267}",the review is negative
neg,actually  book  worth  one  star  first  book  review  book  fundamentally  wrong  need  speak  main  character  sean  dillion  formal  ira  license  kill  make  killing  like  game  rather  justice  whatever  wants  without  follow  orders  boundary  pickup  couple  terrorismcriminal  partners  making  killing  like  habits  terrorism  competition  fun  game  egoism  fulfillment  far  common  sense  british  general  could  control  maniacal  killer  let  kills  wish  kill  threaten  masculinity  killings  like  joke  absolutely  legal  consequence  book  promote  violence  behavior  artist  entertainment  value  lost  interest  jack  higgins  sean  dillions  serial  finishing  ridicules  book,-0.9742,"{'neg': 0.359, 'neu': 0.406, 'pos': 0.235, 'compound': -0.9742}",the review is negative
neg,worth  readers  time  hard  slog  read  book  written  someone  going  motionsjack  higgins  drags  stock  company  characters  sean  dillon  22  ankle  holster  glasses  bushmills  cardboard  villians  borethe  action  believable  plot  silly  dialogue  written  tell  reader  going  every  character  speaks  voice  real  people  speak  characters  overexplain  apparently  author  paying  attention  gave  information  dozen  pages  agofrankly  I  read  enough  ira  prods  one  para  county  last  rest  born  days  worth  anymore  jack  much  work  reading  little  reward,0.6378,"{'neg': 0.04, 'neu': 0.855, 'pos': 0.106, 'compound': 0.6378}",the review is positive
neg,disappointing  simplistic  minimalism  style  writing  exposes  much  reliance  characters  events  previous  books  little  descriptive  detail  promising  locations  action  thin  well  characters  die  frequently  quickly  little  build  detail  character  motivation  weak  times  contributes  arid  experience  predictable  climax,-0.6771,"{'neg': 0.242, 'neu': 0.611, 'pos': 0.146, 'compound': -0.6771}",the review is negative
neg,worst  book  I  ever  read  simply  worst  book  remember  reading  enjoyed  couple  jack  higgins  novels  happily  picked  I  sorry  nothing  action  might  ok  fun  read  beach  even  action  poorly  written  ridiculous  massive  action  scenes  large  battles  take  place  1  2  pages  character  development  poor  dialogue  setting  descriptions  drama  suspense  nothing  poorlydescribed  series  events  enough  said,-0.812,"{'neg': 0.262, 'neu': 0.602, 'pos': 0.136, 'compound': -0.812}",the review is negative
neg,formula  writing  higgins  fan  many  years  read  collected  almost  books  written  great  full  suspense  last  three  written  including  one  edge  danger  disappointing  resorted  producing  2  books  year  based  formula  superficial  story  line  depth  predictable  characters  seems  writes  capitalize  prior  reputation  good  suspense  writercount  number  marlboros  smoked  amount  bushmills  champagne  drank  midst  changes  champagne  brand  makes  one  wonder  whether  received  better  commission  one  favorite  another  find  shallow  book  would  save  money  one  buy  collect  higgins  first  editions  hoping  capitalize  someday  commercial  side  selling  higgins  books  collector,0.9519,"{'neg': 0.062, 'neu': 0.687, 'pos': 0.251, 'compound': 0.9519}",the review is positive
neg,edge  danger  jack  higgins  big  fan  jack  higgins  adventures  book  think  book  reads  like  poorly  written  condensed  version  good  story  like  outline  book  jumped  around  abruptly  poorly  written  dialogue  conversation  stretched  normal  length  exchange  people  difficult  keep  track  minor  characters  book  none  well  developed  proabably  never  read  another  jack  higgins  book  disappointed  like  got  robert  ludlum  one  later  novels  never  read  another  book  either,0.5083,"{'neg': 0.135, 'neu': 0.676, 'pos': 0.189, 'compound': 0.5083}",the review is positive
neg,worst  theyearor  maybe  decade  real  jack  higgins  go  higgins  worst  effort  date  probably  worst  book  I  read  past  5  years  say  lazy  jacki  believe  actually  finished  one  star  generous  rating  unbelievable  chapter  unbelievable  chapter  character  plot  development  written  like  5th  graderthe  end  book  foretells  sequela  book  immediately  pass  probably  last  higgins  book  without  reading  reviews  firstdo  buy  borrow  read,-0.8126,"{'neg': 0.197, 'neu': 0.678, 'pos': 0.125, 'compound': -0.8126}",the review is negative
neg,writing  autopilot  reading  book  felt  guilty  purchased  contributed  bestseller  status  oops  maybe  way  works  bestseller  day  hit  ths  stores  sad  think  aspiring  writers  struggle  get  publishers  attention  worthy  efforts  strangely  hollow  piece  waltzed  way  bestseller  status  editor  thrown  cold  water  potboiler,-0.7579,"{'neg': 0.211, 'neu': 0.73, 'pos': 0.059, 'compound': -0.7579}",the review is negative
neg,sophomoric  best  read  one  higgins  book  cold  harbor  hesitate  somewhat  comment  authors  general  talent  however  book  one  worst  I  read  time  think  thing  got  dialog  unbelievably  simplistic  totally  formulaic  damn  said  kate  hazar  scouts  puhleeze  even  exclamation  mark  many  examples  could  given  assuming  moment  dialog  say  written  greater  7th  grade  level  plot  almost  bad  protagonists  reactions  fellows  getting  knocked  onebyone  almost  comic  depth  one  simple  vignette  another  would  even  want  compare  ludlum  clancy  although  clancys  gotten  bit  rough  latea  terrific  waste  good,0.1567,"{'neg': 0.147, 'neu': 0.689, 'pos': 0.163, 'compound': 0.1567}",the review is positive
